L0 Node ID,L0 Node Name,L1 Node ID,L1 Node Name,L2 Node ID,L2 Node Name
1000000,Books & Other Media,1000333,Books - Self-Help,1000343,Memory Improvement
1000000,Books & Other Media,1000333,Books - Self-Help,1000344,Motivational
1000000,Books & Other Media,1000333,Books - Self-Help,1000345,Relationships
1000000,Books & Other Media,1000333,Books - Self-Help,1000346,Self-Esteem
1000000,Books & Other Media,1000333,Books - Self-Help,1000347,Sex
1000000,Books & Other Media,1000333,Books - Self-Help,1000348,Spiritual
1000000,Books & Other Media,1000333,Books - Self-Help,1000349,Psychological Self-Help
1000000,Books & Other Media,1000333,Books - Self-Help,1000350,Personal Growth
1000000,Books & Other Media,1000333,Books - Self-Help,1000469,Anger Management
1000000,Books & Other Media,1000333,Books - Self-Help,1000470,Anxieties & Phobias
1000000,Books & Other Media,1000333,Books - Self-Help,1000471,Time Management
1000000,Books & Other Media,1000333,Books - Self-Help,1000700,General
1000000,Books & Other Media,1000351,Books - Sports & Outdoors,1000352,Baseball
1000000,Books & Other Media,1000351,Books - Sports & Outdoors,1000353,Basketball
1000000,Books & Other Media,1000351,Books - Sports & Outdoors,1000354,Birdwatching
1000000,Books & Other Media,1000351,Books - Sports & Outdoors,1000355,Coaching
